id,experience,start,end,grad_year,gender,ug_school,ug_rank,ug_degree,ug_grad_year,mba_school,mba_rank,industry_category,Ethnicity_category,jobtype,jobtitle,jobSalary,job_title_clean,joinCol
848.0,2,2014,2016,2009.0,female,,,,,florida international university,1000.0,management,in,other,svp corporate development latam,141874.04586538038,svp corporate development ,1
848.0,3,2014,2014,2009.0,female,,,,,florida international university,1000.0,management,in,other,head of business development and strategy,98749.36125352902,head  business development  strategy,1
80465.0,1,2015,0,2014.0,male,,,,,ucla anderson school of management,53.0,entertainment,eu,other,head of business development and strategy,98749.36125352902,head  business development  strategy,1
848.0,5,2012,2013,2009.0,female,,,,,florida international university,1000.0,management,in,consultant,digital account director,131546.44400510527,digital account director,1
848.0,6,2012,2012,2009.0,female,,,,,florida international university,1000.0,management,in,management,digital product development manager,120089.24603918393,digital product development manager,1
896.0,1,2012,0,1997.0,male,,,,,columbia pacific university,1000.0,management,eu,management,sr director business strategy,150031.58772393406,sr director business strategy,1
896.0,2,2010,2012,1997.0,male,,,,,columbia pacific university,1000.0,management,eu,other,vp of e commerce and business development,112001.29132645276,vp  e commerce  business development,1
905.0,1,2016,0,2000.0,male,,,,,georgetown university,20.0,computers,eu,other,the new guy,91651.16571101498,the new guy,1
2231.0,1,2016,0,2000.0,male,,,,,georgetown university,20.0,computers,eu,other,the new guy,91651.16571101498,the new guy,1
905.0,5,2008,2012,2000.0,male,,,,,georgetown university,20.0,computers,eu,management,vice president business development and corporate development,126366.4143324912,vice president business development  corporate development,1
2231.0,5,2008,2012,2000.0,male,,,,,georgetown university,20.0,computers,eu,management,vice president business development and corporate development,126366.4143324912,vice president business development  corporate development,1
907.0,1,2015,0,2005.0,male,dartmouth college,11.0,arts,1998.0,stanford graduate school of business,1.0,computers,eu,other,head of americas sales development for g suite google cloud,97210.16497742264,head  americas sales development for g suite google cloud,1
2230.0,1,2015,0,2005.0,male,dartmouth college,11.0,arts,1998.0,stanford graduate school of business,1.0,computers,eu,other,head of americas sales development for g suite google cloud,97210.16497742264,head  americas sales development for g suite google cloud,1
907.0,2,2013,2015,2005.0,male,dartmouth college,11.0,arts,1998.0,stanford graduate school of business,1.0,computers,eu,management,lcs large customer sales sales development manager google for work,87619.04971793557, large customer sales sales development manager google for work,1
2230.0,2,2013,2015,2005.0,male,dartmouth college,11.0,arts,1998.0,stanford graduate school of business,1.0,computers,eu,management,lcs large customer sales sales development manager google for work,87619.04971793557, large customer sales sales development manager google for work,1
907.0,3,2011,2013,2005.0,male,dartmouth college,11.0,arts,1998.0,stanford graduate school of business,1.0,computers,eu,management,sales manager google commerce,85143.34771616866,sales manager google commerce,1
2230.0,3,2011,2013,2005.0,male,dartmouth college,11.0,arts,1998.0,stanford graduate school of business,1.0,computers,eu,management,sales manager google commerce,85143.34771616866,sales manager google commerce,1
907.0,4,2010,2011,2005.0,male,dartmouth college,11.0,arts,1998.0,stanford graduate school of business,1.0,computers,eu,other,senior accout executive and team lead,104762.90263720536,senior accout executive  team lead,1
2230.0,4,2010,2011,2005.0,male,dartmouth college,11.0,arts,1998.0,stanford graduate school of business,1.0,computers,eu,other,senior accout executive and team lead,104762.90263720536,senior accout executive  team lead,1
913.0,3,2015,2015,2011.0,female,,,,,peking university,1000.0,computers,eu,management,ceo business assistant,121988.09689763177,ceo business assistant,1
2227.0,3,2015,2015,2011.0,female,,,,,peking university,1000.0,computers,eu,management,ceo business assistant,121988.09689763177,ceo business assistant,1
913.0,4,2014,2015,2011.0,female,,,,,peking university,1000.0,engineering,eu,management,technology& operations excellence manager,96813.49414926568,technology& operations excellence manager,1
2227.0,4,2014,2015,2011.0,female,,,,,peking university,1000.0,engineering,eu,management,technology& operations excellence manager,96813.49414926568,technology& operations excellence manager,1
913.0,5,2011,2014,2011.0,female,,,,,peking university,1000.0,engineering,eu,consultant,indirect channel account manager global commercial,92084.50295722902,indirect channel account manager global commercial,1
2227.0,5,2011,2014,2011.0,female,,,,,peking university,1000.0,engineering,eu,consultant,indirect channel account manager global commercial,92084.50295722902,indirect channel account manager global commercial,1
915.0,1,2014,0,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,retail,eu,management,president and ceo samsclub com,144806.21165846864,president  ceo  com,1
2226.0,1,2014,0,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,retail,eu,management,president and ceo samsclub com,144806.21165846864,president  ceo  com,1
915.0,2,2010,2014,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,retail,eu,management,board of directors audit committee member,92619.0386907448,board  directors audit committee member,1
2226.0,2,2010,2014,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,retail,eu,management,board of directors audit committee member,92619.0386907448,board  directors audit committee member,1
915.0,3,2009,2013,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,president digital products,127744.27666570128,president digital products,1
2226.0,3,2009,2013,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,president digital products,127744.27666570128,president digital products,1
915.0,4,2008,2009,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,vice president global search,148709.40679432958,vice president global search,1
2226.0,4,2008,2009,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,vice president global search,148709.40679432958,vice president global search,1
915.0,5,2006,2008,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,vice president buyer experience,146604.09388918334,vice president buyer experience,1
2226.0,5,2006,2008,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,vice president buyer experience,146604.09388918334,vice president buyer experience,1
915.0,6,2005,2006,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,vice president tailored shopping experiences,101625.87634960243,vice president tailored shopping experiences,1
2226.0,6,2005,2006,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,vice president tailored shopping experiences,101625.87634960243,vice president tailored shopping experiences,1
915.0,8,2001,2002,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,senior manager ebay stores,101145.28633235156,senior manager ebay stores,1
2226.0,8,2001,2002,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,senior manager ebay stores,101145.28633235156,senior manager ebay stores,1
915.0,9,1999,2001,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,director of online and product marketing,100642.36650086923,director  online  product marketing,1
2226.0,9,1999,2001,1999.0,male,princeton university,1.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,director of online and product marketing,100642.36650086923,director  online  product marketing,1
926.0,2,2010,2013,1994.0,female,,,,,stanford university,1.0,computers,eu,technical,executive vice president marketing and engineering,143320.12236270518,executive vice president marketing  engineering,1
2220.0,2,2010,2013,1994.0,female,,,,,stanford university,1.0,computers,eu,technical,executive vice president marketing and engineering,143320.12236270518,executive vice president marketing  engineering,1
926.0,5,2006,2008,1994.0,female,,,,,stanford university,1.0,computers,eu,technical,director software platforms and ecosystem,106398.74318194918,director software platforms  ecosystem,1
2220.0,5,2006,2008,1994.0,female,,,,,stanford university,1.0,computers,eu,technical,director software platforms and ecosystem,106398.74318194918,director software platforms  ecosystem,1
928.0,4,2001,2003,1993.0,male,dartmouth college,11.0,arts,1988.0,stanford university graduate school of business,1.0,computers,eu,management,founder chairman and cfo,146860.60499768637,founder chairman  cfo,1
2219.0,4,2001,2003,1993.0,male,dartmouth college,11.0,arts,1988.0,stanford university graduate school of business,1.0,computers,eu,management,founder chairman and cfo,146860.60499768637,founder chairman  cfo,1
928.0,5,2000,2001,1993.0,male,dartmouth college,11.0,arts,1988.0,stanford university graduate school of business,1.0,computers,eu,management,acting ceo coo and cfo,145497.3244094633,acting ceo coo  cfo,1
2219.0,5,2000,2001,1993.0,male,dartmouth college,11.0,arts,1988.0,stanford university graduate school of business,1.0,computers,eu,management,acting ceo coo and cfo,145497.3244094633,acting ceo coo  cfo,1
938.0,9,2007,2011,1988.0,male,,,,,stanford university,1.0,computers,eu,intern,vp and chair international committee,136422.5675108037,vp  chair international committee,1
1054.0,10,2007,2011,1988.0,male,,,,,stanford university,1.0,computers,eu,intern,vp and chair international committee,136422.5675108037,vp  chair international committee,1
2215.0,9,2007,2011,1988.0,male,,,,,stanford university,1.0,computers,eu,intern,vp and chair international committee,136422.5675108037,vp  chair international committee,1
938.0,11,2000,2009,1988.0,male,,,,,stanford university,1.0,computers,eu,management,founder ceo sales,135367.45545914426,founder ceo sales,1
2215.0,11,2000,2009,1988.0,male,,,,,stanford university,1.0,computers,eu,management,founder ceo sales,135367.45545914426,founder ceo sales,1
944.0,5,2011,2011,1989.0,male,university of pennsylvania - the wharton school,3.0,science,1983.0,stanford university graduate school of business,1.0,computers,eu,consultant,head of mobile apps busdev consultant,101640.2105917392,head  mobile apps  consultant,1
2213.0,5,2011,2011,1989.0,male,university of pennsylvania - the wharton school,3.0,science,1983.0,stanford university graduate school of business,1.0,computers,eu,consultant,head of mobile apps busdev consultant,101640.2105917392,head  mobile apps  consultant,1
944.0,6,2008,2010,1989.0,male,university of pennsylvania - the wharton school,3.0,science,1983.0,stanford university graduate school of business,1.0,computers,eu,other,vp of world wide service provider operations,124597.30552776906,vp  world wide service provider operations,1
2213.0,6,2008,2010,1989.0,male,university of pennsylvania - the wharton school,3.0,science,1983.0,stanford university graduate school of business,1.0,computers,eu,other,vp of world wide service provider operations,124597.30552776906,vp  world wide service provider operations,1
944.0,7,2007,2008,1989.0,male,university of pennsylvania - the wharton school,3.0,science,1983.0,stanford university graduate school of business,1.0,computers,eu,other,svp of isp solutions and world wide sales,111771.32443052296,svp  isp solutions  world wide sales,1
2213.0,7,2007,2008,1989.0,male,university of pennsylvania - the wharton school,3.0,science,1983.0,stanford university graduate school of business,1.0,computers,eu,other,svp of isp solutions and world wide sales,111771.32443052296,svp  isp solutions  world wide sales,1
944.0,8,2006,2006,1989.0,male,university of pennsylvania - the wharton school,3.0,science,1983.0,stanford university graduate school of business,1.0,computers,eu,intern,consultant international business development,90193.02095040857,consultant international business development,1
2213.0,8,2006,2006,1989.0,male,university of pennsylvania - the wharton school,3.0,science,1983.0,stanford university graduate school of business,1.0,computers,eu,intern,consultant international business development,90193.02095040857,consultant international business development,1
945.0,1,2013,0,1992.0,female,boston university,39.0,science,1986.0,stanford university,1.0,computers,eu,other,took a career break for my family,84732.71496259056,took  career break for my family,1
2212.0,1,2013,0,1992.0,female,boston university,39.0,science,1986.0,stanford university,1.0,computers,eu,other,took a career break for my family,84732.71496259056,took  career break for my family,1
945.0,5,2010,2011,1992.0,female,boston university,39.0,science,1986.0,stanford university,1.0,finance,eu,consultant,strategic management consultant advisor services,89596.75689971997,strategic management consultant advisor services,1
2212.0,5,2010,2011,1992.0,female,boston university,39.0,science,1986.0,stanford university,1.0,finance,eu,consultant,strategic management consultant advisor services,89596.75689971997,strategic management consultant advisor services,1
945.0,7,2006,2007,1992.0,female,boston university,39.0,science,1986.0,stanford university,1.0,healthcare,eu,management,sr director business transformation,140138.69346823764,sr director business transformation,1
2212.0,7,2006,2007,1992.0,female,boston university,39.0,science,1986.0,stanford university,1.0,healthcare,eu,management,sr director business transformation,140138.69346823764,sr director business transformation,1
956.0,1,2016,0,2002.0,female,brown university,22.0,arts,1994.0,stanford university graduate school of business,1.0,computers,eu,other,svp consumer marketing,139655.7015427101,svp consumer marketing,1
83977.0,2,2009,2014,1990.0,female,université paris-sorbonne,1000.0,business,1990.0,university of florida,1000.0,electronics,eu,other,svp consumer marketing,139655.7015427101,svp consumer marketing,1
956.0,2,2011,2016,2002.0,female,brown university,22.0,arts,1994.0,stanford university graduate school of business,1.0,computers,eu,other,chief marketing officer and gm consumer,139924.08107921825,chief marketing officer  gm consumer,1
956.0,3,2009,2011,2002.0,female,brown university,22.0,arts,1994.0,stanford university graduate school of business,1.0,computers,eu,other,vp tripadvisor media group,140476.94019472582,vp  media group,1
956.0,5,2007,2008,2002.0,female,brown university,22.0,arts,1994.0,stanford university graduate school of business,1.0,computers,eu,management,senior director brand and customer marketing,127969.09200754228,senior director brand  customer marketing,1
956.0,6,2005,2007,2002.0,female,brown university,22.0,arts,1994.0,stanford university graduate school of business,1.0,computers,eu,management,director of customer marketing,96697.329099769,director  customer marketing,1
80662.0,1,2016,0,1997.0,male,,,,,stanford university,1.0,management,eu,management,director of customer marketing,96697.329099769,director  customer marketing,1
967.0,1,2015,0,2010.0,female,rutgers university,1000.0,science,1995.0,stanford university graduate school of business,1.0,computers,in,other,business executive,96610.4860441357,business executive,1
80939.0,5,1999,2002,1999.0,male,,,,,mcc,1000.0,management,in,other,business executive,96610.4860441357,business executive,1
967.0,2,2014,2015,2010.0,female,rutgers university,1000.0,science,1995.0,stanford university graduate school of business,1.0,computers,in,other,head of north america sales enterprise and mid market business talent solution,88233.21184054752,head  north america sales enterprise  mid market business talent solution,1
967.0,4,2010,2014,2010.0,female,rutgers university,1000.0,science,1995.0,stanford university graduate school of business,1.0,computers,in,management,global director and founder customer success and consulting,111388.34729080672,global director  founder customer success  consulting,1
969.0,1,2016,0,2009.0,female,"university of california, berkeley",3.0,science,2005.0,stanford university graduate school of business,1.0,computers,eu,management,vice president security strategy,144202.60324526497,vice president security strategy,1
969.0,2,2013,2016,2009.0,female,"university of california, berkeley",3.0,science,2005.0,stanford university graduate school of business,1.0,management,eu,management,director security initiatives,131772.6313308488,director security initiatives,1
969.0,3,2012,2013,2009.0,female,"university of california, berkeley",3.0,science,2005.0,stanford university graduate school of business,1.0,computers,eu,management,director global product management,137682.7466027022,director global product management,1
79970.0,1,2016,0,2004.0,male,santa clara university,116.0,science,1998.0,"university of california, los angeles - the anderson school of management",14.0,healthcare,eu,management,director global product management,137682.7466027022,director global product management,1
969.0,4,2010,2012,2009.0,female,"university of california, berkeley",3.0,science,2005.0,stanford university graduate school of business,1.0,computers,eu,management,sr manager security program,124532.35926618682,sr manager security program,1
973.0,5,2008,2010,2002.0,male,united states naval academy,5.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,senior director global user operations,137322.7145913378,senior director global user operations,1
973.0,6,2004,2008,2002.0,male,united states naval academy,5.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,director of online sales and operations google india,104313.89718802836,director  online sales  operations google india,1
973.0,7,2003,2004,2002.0,male,united states naval academy,5.0,science,1994.0,stanford university graduate school of business,1.0,computers,eu,management,gmail business operations manager,85375.58297471014,gmail business operations manager,1
974.0,1,2015,0,1997.0,female,university of pennsylvania - the wharton school,3.0,science,1993.0,case western reserve university school of law,1000.0,finance,eu,other,fvp deputy general counsel,127799.83250285714, deputy general counsel,1
974.0,2,2014,2015,1997.0,female,university of pennsylvania - the wharton school,3.0,science,1993.0,case western reserve university school of law,1000.0,legal,eu,management,director division of banking,122031.06363482228,director division  banking,1
974.0,3,2010,2014,1997.0,female,university of pennsylvania - the wharton school,3.0,science,1993.0,case western reserve university school of law,1000.0,legal,eu,management,general counsel and deputy director governor s office of management and budget,129087.66058755518,general counsel  deputy director governor s office  management  budget,1
974.0,4,1997,2010,1997.0,female,university of pennsylvania - the wharton school,3.0,science,1993.0,case western reserve university school of law,1000.0,legal,eu,other,counsel mergers and acquisitions,186655.73628137945,counsel mergers  acquisitions,1
975.0,1,2016,0,2005.0,male,,,,,"university of california, san diego",13.0,computers,eu,management,program manager marketing operations,90170.6549350776,program manager marketing operations,1
975.0,2,2015,2016,2005.0,male,,,,,"university of california, san diego",13.0,retail,eu,management,director marketing technologies and e commerce services,104612.9994400113,director marketing technologies  e commerce services,1
975.0,3,2013,2014,2005.0,male,,,,,"university of california, san diego",13.0,computers,eu,management,director web analytics and testing,101818.62714568878,director web analytics  testing,1
975.0,4,2012,2013,2005.0,male,,,,,"university of california, san diego",13.0,computers,eu,management,senior manager web analytics,103345.56080950364,senior manager web analytics,1
975.0,5,2011,2012,2005.0,male,,,,,"university of california, san diego",13.0,computers,eu,management,manager web analytics,94206.9422920506,manager web analytics,1
975.0,6,2008,2010,2005.0,male,,,,,"university of california, san diego",13.0,computers,eu,other,forecasting and inventory analyst,78131.37230762998,forecasting  inventory analyst,1
977.0,1,2015,0,2014.0,female,stanford university,1.0,arts,2006.0,stanford graduate school of business,1.0,computers,as,management,owner lead planner designer,98539.76995822215,owner lead planner designer,1
979.0,1,2016,0,2004.0,male,,,,,university of southern california,1000.0,computers,in,other,head of business and corporate development for monetization,122788.3478586067,head  business  corporate development for monetization,1
979.0,2,2014,2016,2004.0,male,,,,,university of southern california,1000.0,computers,in,other,new business development lead mobile,106032.24068914446,new business development lead mobile,1
979.0,3,2012,2014,2004.0,male,,,,,university of southern california,1000.0,management,in,management,director business development corporate development and strategy,105697.70629174008,director business development corporate development  strategy,1
979.0,4,2011,2011,2004.0,male,,,,,university of southern california,1000.0,computers,in,other,strategy marketing and business development,96214.3665807344,strategy marketing  business development,1
980.0,1,2010,0,1993.0,male,university of pennsylvania,8.0,science,1984.0,northwestern university - kellogg school of management,5.0,computers,eu,management,senior director innovation strategy,153935.91148198632,senior director innovation strategy,1
980.0,2,2002,2010,1993.0,male,university of pennsylvania,8.0,science,1984.0,northwestern university - kellogg school of management,5.0,computers,eu,finance,senior director finance strategy,152912.70677374976,senior director finance strategy,1
983.0,1,2013,0,2009.0,female,massachusetts institute of technology,4.0,science,2003.0,stanford university graduate school of business,1.0,computers,eu,management,ceo and co founder customer onboarding and training,91835.54610662888,ceo  co founder customer onboarding  training,1
983.0,2,2012,2013,2009.0,female,massachusetts institute of technology,4.0,science,2003.0,stanford university graduate school of business,1.0,computers,eu,management,senior manager product management amazonlocal,125355.99316589272,senior manager product management ,1
983.0,3,2011,2012,2009.0,female,massachusetts institute of technology,4.0,science,2003.0,stanford university graduate school of business,1.0,computers,eu,management,senior product manager amazonlocal,126289.94889163037,senior product manager ,1
985.0,2,2014,2015,1995.0,male,university of michigan,35.0,arts,1991.0,university of pennsylvania - the wharton school,3.0,retail,eu,management,senior advisor and founder,120155.4028497862,senior advisor  founder,1
989.0,1,2014,0,2005.0,male,sri venkateswara university,1000.0,science,1993.0,university of pennsylvania - the wharton school,3.0,management,eu,management,vice president and lead partner,133721.8287894159,vice president  lead partner,1
61655.0,2,2000,2016,1999.0,male,west virginia university,16.0,science,1989.0,university of michigan - stephen m. ross school of business,12.0,management,eu,management,vice president and lead partner,133721.8287894159,vice president  lead partner,1
989.0,2,2013,2014,2005.0,male,sri venkateswara university,1000.0,science,1993.0,university of pennsylvania - the wharton school,3.0,healthcare,eu,other,evp chief strategy officer,156471.43507252145,evp chief strategy officer,1
19541.0,2,2012,2015,1991.0,male,dartmouth college,11.0,science,1985.0,northwestern university - kellogg school of management,5.0,management,eu,other,evp chief strategy officer,156471.43507252145,evp chief strategy officer,1
989.0,3,2011,2013,2005.0,male,sri venkateswara university,1000.0,science,1993.0,university of pennsylvania - the wharton school,3.0,finance,eu,other,head of enterprise strategy,100738.3481623952,head  enterprise strategy,1
989.0,4,2011,2011,2005.0,male,sri venkateswara university,1000.0,science,1993.0,university of pennsylvania - the wharton school,3.0,management,eu,other,svp global strategy,137222.45210455352,svp global strategy,1
19827.0,1,2013,0,1999.0,male,cornell university,9.0,science,1994.0,kellogg school of management,5.0,healthcare,in,other,svp global strategy,137222.45210455352,svp global strategy,1
989.0,5,2009,2011,2005.0,male,sri venkateswara university,1000.0,science,1993.0,university of pennsylvania - the wharton school,3.0,management,eu,other,consulting markets and strategy leader,103895.92156734824,consulting markets  strategy leader,1
990.0,2,2013,2014,2008.0,female,,,,,university of oxford,31.0,finance,eu,other,product merchandising,87134.00672849879,product merchandising,1
990.0,4,2012,2012,2008.0,female,,,,,university of oxford,31.0,computers,eu,other,customer development,98591.8294834024,customer development,1
1012.0,3,2012,2014,2006.0,male,,,,,princeton university,1.0,computers,eu,other,customer development,98591.8294834024,customer development,1
993.0,2,2009,2015,1995.0,male,,,,,university of chicago,2.0,finance,eu,consultant,ultra high net worth financial consultant,97015.9322493342,ultra high net worth financial consultant,1
993.0,3,2001,2009,1995.0,male,,,,,university of chicago,2.0,finance,eu,consultant,vp senior consultant,144518.01599885256,vp senior consultant,1
993.0,4,1997,2000,1995.0,male,,,,,university of chicago,2.0,finance,eu,management,derivatives trader and risk manager,101413.20802702078,derivatives trader  risk manager,1
994.0,4,2014,2014,2011.0,male,washington university in st. louis,19.0,science,2009.0,stanford university graduate school of business,1.0,computers,eu,other,lecturer eir mentor,68127.20347332713,lecturer eir mentor,1
995.0,1,2016,0,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,computers,eu,consultant,strategic account manager global publishing partners,97918.44450966651,strategic account manager global publishing partners,1
995.0,4,2013,2015,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,management,eu,management,country support manager mdr tb,111193.16859447984,country support manager  tb,1
995.0,7,2012,2012,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,finance,eu,intern,teaching assistant global health practice school of international and public affairs,95500.6879829366,teaching assistant global health practice school  international  public affairs,1
995.0,8,2012,2012,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,computers,eu,consultant,consultant monitoring and evaluation m&e,90328.67345518616,consultant monitoring  evaluation e,1
995.0,9,2011,2012,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,management,eu,intern,executive department intern editor,69012.76349480184,executive department intern editor,1
995.0,10,2011,2012,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,computers,eu,other,principal case writer,70747.3004480648,principal case writer,1
995.0,12,2011,2011,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,finance,eu,academia,instructional research assistant to professor howard friedman,79136.62807741195,instructional research assistant  professor howard friedman,1
995.0,13,2011,2011,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,computers,eu,other,food security and nutrition analyst,102201.80949112182,food security  nutrition analyst,1
995.0,14,2010,2011,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,computers,eu,other,ac4 graduate fellow 2010 2011,78402.15587482545, graduate fellow  ,1
995.0,16,2009,2010,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,computers,eu,management,associate to president,101152.38640389164,associate  president,1
995.0,18,2008,2008,2008.0,female,université de la rochelle,1000.0,arts,2005.0,university of sydney,1000.0,management,eu,intern,intern praljak defence team,71353.51958564347,intern   team,1
997.0,2,2016,2016,2012.0,male,,,,,wesleyan university,1000.0,computers,in,intern,intern skoll awards team,78970.66229319706,intern  awards team,1
997.0,5,2014,2014,2012.0,male,,,,,wesleyan university,1000.0,computers,in,other,organizing team new york,101044.1832096666,organizing team new york,1
999.0,7,2007,2009,1989.0,female,"university of california, santa cruz",1000.0,arts,,stanford university,1.0,computers,eu,other,executive council member,121230.4527628632,executive council member,1
999.0,8,2007,2008,1989.0,female,"university of california, santa cruz",1000.0,arts,,stanford university,1.0,computers,eu,management,vice president consumer experience,131699.20448929843,vice president consumer experience,1
999.0,11,1999,2003,1989.0,female,"university of california, santa cruz",1000.0,arts,,stanford university,1.0,computers,eu,management,senior director user experience,128713.77889666126,senior director user experience,1
50204.0,2,2007,2013,1993.0,male,the maharaja sayajirao university of baroda,1000.0,science,1989.0,university of illinois at chicago,69.0,computers,in,management,senior director user experience,128713.77889666126,senior director user experience,1
999.0,12,1992,1999,1989.0,female,"university of california, santa cruz",1000.0,arts,,stanford university,1.0,computers,eu,technical,senior manager usability engineering,118412.77740912572,senior manager usability engineering,1
999.0,13,1989,1992,1989.0,female,"university of california, santa cruz",1000.0,arts,,stanford university,1.0,computers,eu,technical,usability and user interface engineer,91744.8747312146,usability  user interface engineer,1
1000.0,3,2002,2009,1990.0,male,,,,,northwestern university,39.0,healthcare,eu,management,assistant vice president business development and marketing,117635.76734713573,assistant vice president business development  marketing,1
1001.0,1,2011,0,2001.0,female,,,,,northwestern university,39.0,computers,in,other,head of mobile product management small business segment,104795.46767567804,head  mobile product management small business segment,1
1001.0,4,2006,2007,2001.0,female,,,,,northwestern university,39.0,computers,in,intern,sabbatical international travel and teaching assistant,72122.434596998,sabbatical international travel  teaching assistant,1
1001.0,5,2005,2005,2001.0,female,,,,,northwestern university,39.0,computers,in,intern,marketing and finance intern,69019.17870051762,marketing  finance intern,1
1003.0,4,2001,2002,1996.0,male,,,,,princeton university,1.0,finance,eu,management,director of busines development,127244.88393781164,director  busines development,1
1008.0,2,2014,0,2010.0,female,dartmouth college,11.0,arts,2002.0,university of pennsylvania - the wharton school,3.0,healthcare,eu,management,director new product strategy client manager population health,114972.8745704378,director new product strategy client manager population health,1
1008.0,4,2010,2010,2010.0,female,dartmouth college,11.0,arts,2002.0,university of pennsylvania - the wharton school,3.0,healthcare,eu,other,medical home manual,77539.63225792584,medical home manual,1
1009.0,5,2010,2013,2000.0,male,stanford university,1.0,science,1992.0,stanford university graduate school of business,1.0,management,eu,management,director global digital commerce,110569.7171041698,director global digital commerce,1
1009.0,6,2009,2010,2000.0,male,stanford university,1.0,science,1992.0,stanford university graduate school of business,1.0,computers,eu,management,sr director and product lead yahoo messenger,123929.00354526508,sr director  product lead yahoo messenger,1
1009.0,11,2000,2001,2000.0,male,stanford university,1.0,science,1992.0,stanford university graduate school of business,1.0,computers,eu,management,director of corporate development and product management,130498.61480222818,director  corporate development  product management,1
1010.0,1,2016,2016,2009.0,female,,,,,columbia university in the city of new york,5.0,computers,eu,intern,mba intern product marketing,61288.70883158452,mba intern product marketing,1
84861.0,5,2013,2013,2008.0,female,harvard university,0.0,arts,2005.0,columbia university in the city of new york,5.0,engineering,eu,intern,mba intern product marketing,61288.70883158452,mba intern product marketing,1
1013.0,1,2012,0,1974.0,male,massachusetts institute of technology,4.0,science,1975.0,vassar college,1000.0,management,eu,other,chief coach,134585.496892523,chief coach,1
1013.0,5,2000,2003,1974.0,male,massachusetts institute of technology,4.0,science,1975.0,vassar college,1000.0,management,eu,consultant,group leader and global account manager,122809.0478206426,group leader  global account manager,1
1013.0,6,1999,2000,1974.0,male,massachusetts institute of technology,4.0,science,1975.0,vassar college,1000.0,management,eu,management,csc vice president and senior partner,157237.71694855415,csc vice president  senior partner,1
1015.0,1,2013,0,1993.0,male,,,,,university of pennsylvania - the wharton school,3.0,finance,eu,management,investment advisor and relationship manager,91415.62171043784,investment advisor  relationship manager,1
1015.0,3,2008,2010,1993.0,male,,,,,university of pennsylvania - the wharton school,3.0,finance,eu,management,managing director financial products derivatives,123049.66141711024,managing director financial products derivatives,1
1015.0,4,1993,2008,1993.0,male,,,,,university of pennsylvania - the wharton school,3.0,finance,eu,management,managing director derivatives,102285.97247437114,managing director derivatives,1
1016.0,3,2013,2013,1992.0,male,,,,,harvard university,0.0,computers,eu,other,vp customer care,134772.64153092005,vp customer care,1
47407.0,4,2000,2002,2000.0,male,,,,,massachusetts institute of technology - sloan school of management,4.0,computers,eu,other,vp customer care,134772.64153092005,vp customer care,1
1016.0,4,2011,2013,1992.0,male,,,,,harvard university,0.0,computers,eu,management,general manager met and vice president of program services,108244.21832708688,general manager met  vice president  program services,1
1016.0,5,2010,2011,1992.0,male,,,,,harvard university,0.0,computers,eu,management,general manager measures of effective teaching met,92376.188106394,general manager measures  effective teaching met,1
1017.0,3,2011,2013,2005.0,female,university of pennsylvania,8.0,arts,2005.0,university of pennsylvania - the wharton school,3.0,management,eu,management,northern region business manager,87479.00148047892,northern region business manager,1
